,,Wisconsin 2009,Overall Scores,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Car No,School,Team,Overall (1050),Overall Dynamic (300),Overall Static (350),Cost (100),Design (200),Tech (50),Acceleration (60),Land Manuverability (60),Mud Bog (60),Pulling (60),Suspension & Traction (60),Endurance Race (400),Event Penalty,Register,Passed Tech,,,,,,,,,,
74,112,Universidad Autonoma de Ciudad Juarez,Indios Racing,434.34,132.12,215.26,78.01,127.25,10.00,52.58,46.74,17.10,12.64,3.06,86.96,,,Pass,,,,,,,,,,
75,98,Pennsylvania College of Technology,Wildcats,428.18,173.16,98.50,0.00,98.50,0.00,53.21,41.99,31.00,1.68,45.28,156.52,,,Pass,,,,,,,,,,
76,103,Johns Hopkins Univ,Hopkins Baja,427.05,129.05,228.43,58.18,120.25,50.00,50.00,25.15,37.40,16.50,0.00,69.57,,,Pass,,,,,,,,,,
77,87,Universidad La Salle Cuernavaca,Gallos ULSAC,424.65,157.47,223.70,70.32,118.38,35.00,49.18,46.43,10.95,24.10,26.81,43.48,,,Pass,,,,,,,,,,
78,60,Western Kentucky Univ,Big Red Offroad Development (B.R.O.D.),416.90,174.61,190.12,71.64,118.48,0.00,48.14,37.25,29.65,44.54,15.03,52.17,,,Pass,,,,,,,,,,
79,102,Monroe Community College,MCC Baja,383.82,0.00,114.25,0.00,114.25,0.00,0.00,0.00,0.00,0.00,0.00,269.57,,,Pass,,,,,,,,,,
80,105,Arizona State Univ - Tempe,Sidewinder ,378.07,121.05,161.37,63.37,98.00,0.00,47.24,0.00,33.81,19.83,20.17,95.65,,,Pass,,,,,,,,,,
81,93,Northern Illinois Univ,NIU Motorsports ,368.71,159.99,121.76,65.51,56.25,0.00,49.04,42.89,11.39,11.73,44.94,86.96,,,Pass,,,,,,,,,,
82,76,Univ of Illinois - Chicago,Illusive Spotted Mountain Cow ,363.56,116.17,186.52,60.27,126.25,0.00,23.44,21.75,18.13,38.09,14.76,60.87,,,Pass,,,,,,,,,,
83,88,Buffalo State College,Buffalo Baja,360.56,58.39,50.00,0.00,0.00,50.00,42.92,0.00,11.19,4.28,0.00,252.17,,,Pass,,,,,,,,,,
84,106,Universidad Panamericana,UP Panteras Racing,347.38,151.42,195.96,80.15,100.81,15.00,51.47,43.59,20.88,11.27,24.21,0.00,,,Pass,,,,,,,,,,
85,82,Virginia Western Comm Coll,VWCC Racing Motorsports ,347.30,136.53,184.68,72.01,112.67,0.00,52.35,50.38,13.36,2.90,17.54,26.09,,,Pass,,,,,,,,,,
86,24,Univ of Calgary,Calgary Baja ,346.14,163.07,113.50,0.00,88.50,25.00,54.43,49.60,13.32,38.31,7.41,69.57,,,Pass,,,,,,,,,,
87,40,Universidad Catolica Andres Bello,Baja UCAB ,326.76,0.00,170.24,69.49,100.75,0.00,0.00,0.00,0.00,0.00,0.00,156.52,,,Pass,,,,,,,,,,
88,71,Wright State Univ,WSU Raiders,310.47,109.06,157.93,68.11,39.82,50.00,53.47,17.33,18.80,0.95,18.51,43.48,,,Pass,,,,,,,,,,
89,67,Minnesota State University - Mankato,MSU Motorsports,303.70,107.92,195.78,68.78,127.00,0.00,47.76,36.21,21.81,2.14,0.00,0.00,,,Pass,,,,,,,,,,
90,75,Univ of Pittsburgh - Johnstown,pitt johnstown,289.20,113.09,63.07,2.00,61.07,0.00,53.28,9.25,16.04,0.00,34.52,113.04,,,Pass,,,,,,,,,,
91,100,Ecole National D'Aerotechnique,êNA Racing,288.77,126.79,118.50,0.00,118.50,0.00,50.00,8.68,35.10,3.51,29.50,43.48,,,Pass,,,,,,,,,,
92,111,George Washington Univ,GW Baja,282.10,56.52,173.41,62.53,110.88,0.00,51.64,0.00,4.57,0.31,0.00,52.17,,,,,,,,,,,,,
93,52,Univ of Waterloo,BUMBLEBEE 1.1,273.01,118.86,58.50,0.00,58.50,0.00,54.89,56.86,5.58,1.53,0.00,95.65,,,Pass,,,,,,,,,,
94,21,Worcester Polytechnic Inst,WPI MQP,272.64,139.63,54.75,0.00,54.75,0.00,56.44,24.14,39.95,19.10,0.00,78.26,,,Pass,,,,,,,,,,
95,35,Old Dominion Univ,ODU Baja SAE,257.66,7.33,250.33,88.11,127.22,35.00,0.00,0.00,7.33,0.00,0.00,0.00,,,Pass,,,,,,,,,,
96,68,Boston Univ,BU Team,209.53,131.27,0.00,0.00,0.00,0.00,53.49,0.00,10.93,24.98,41.87,78.26,,,Pass,,,,,,,,,,
97,62,Manipal Institute of Tech,Team Manipal Racing,168.14,0.00,168.14,59.89,108.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
98,78,Universite Du Quebec a Trois-Rivieres,Trex mini baja ,160.73,34.99,125.74,75.49,50.25,0.00,34.99,0.00,0.00,0.00,0.00,0.00,,,Pass,,,,,,,,,,
99,48,Alfred Univ,Saxon Racing ,121.41,0.00,112.71,7.00,105.71,0.00,0.00,0.00,0.00,0.00,0.00,8.70,,,Pass,,,,,,,,,,
100,79,Robert Morris University,RMU Baja,85.25,0.00,85.25,0.00,85.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Pass,,,,,,,,,,
,3,Univ of Florida,Gator Motorsports ,14.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,15,Concordia University,Stingers ,76.63,0.00,76.63,12.00,64.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,27,Andrews Univ,Andrews University ,49.28,0.00,49.28,10.00,39.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,28,Dawson College,Dawson Racing Team ,45.00,0.00,45.00,2.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,29,Corning Community College,Red Barrons #1,57.25,0.00,57.25,0.00,57.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,42,Milwaukee School of Engrg,Team Hammerzeit ,65.75,0.00,65.75,11.00,54.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,53,Univ of Vermont,Catamount Racing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,59,Univ of Massachusetts - Dartmouth,The Corsairs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,83,Univ of North Carolina - Charlotte,UNCC 49ers,50.59,0.00,50.59,0.00,50.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,86,ITESM - Campus Edo MÇxico,Borregos CEM Racing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,90,Univ of Western Ontario,Western Baja SAE ,50.25,0.00,50.25,9.00,41.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,91,Univ of Southern Indiana,Mud Eagles,17.50,0.00,17.50,0.00,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
,101,ITESM - Campus Laguna,Laguna Baja,51.00,0.00,51.00,3.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,No,,,,,,,,,,,
